CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,EngagementProfile,BalanceQuartile,BalanceSalaryRatio,RatioGroup
15625916,Chien,562,Spain,Male,32,6,161628.66,1,1,0,91482.5,0,Inactive Disengaged,Q4 (Highest),1.7667713497116935,Middle (5th-95th pct)
15779182,Chia,790,Spain,Male,46,8,182364.53,1,0,0,139266.48,1,Inactive Disengaged,Q4 (Highest),1.309464632121096,Middle (5th-95th pct)
15590993,Findlay,579,Spain,Male,37,5,152212.88,2,0,0,120219.14,0,Inactive High-Balance,Q4 (Highest),1.266128504995128,Middle (5th-95th pct)
15565701,Ferri,698,Spain,Female,39,9,161993.89,1,0,0,90212.38,0,Inactive Disengaged,Q4 (Highest),1.7956946707314452,Middle (5th-95th pct)
15597239,Ku,548,Spain,Male,39,7,131468.44,1,1,0,164975.82,0,Inactive Disengaged,Q4 (Highest),0.7968952056125558,Middle (5th-95th pct)
15813917,Kirk,653,Germany,Male,31,9,143321.97,1,1,0,83679.46,0,Inactive Disengaged,Q4 (Highest),1.7127496998666099,Middle (5th-95th pct)
15679611,Andrews,734,Spain,Female,37,2,130404.92,1,0,0,34548.74,0,Inactive Disengaged,Q4 (Highest),3.774520286412761,Middle (5th-95th pct)
15737748,McWilliam,534,Spain,Female,33,3,151233.62,1,0,0,199336.63,0,Inactive Disengaged,Q4 (Highest),0.7586845428258719,Middle (5th-95th pct)
15724620,Dodds,538,France,Male,37,1,134752.08,1,1,0,162511.55,0,Inactive Disengaged,Q4 (Highest),0.8291846333383689,Middle (5th-95th pct)
15683930,Ch'iu,593,Germany,Female,32,9,134096.53,2,1,0,53931.05,1,Inactive High-Balance,Q4 (Highest),2.4864438945653755,Middle (5th-95th pct)
15629244,Bryant,635,Spain,Male,50,7,159453.64,2,0,0,54560.79,1,Inactive High-Balance,Q4 (Highest),2.9224950738433226,Middle (5th-95th pct)
15682773,Hayward,781,France,Female,38,3,128345.69,2,1,0,63218.85,0,Inactive High-Balance,Q4 (Highest),2.0301807135055445,Middle (5th-95th pct)
15650889,Golubev,710,Germany,Female,30,10,133537.1,2,1,0,155593.74,0,Inactive High-Balance,Q4 (Highest),0.8582421117970428,Middle (5th-95th pct)
15609824,Fedorov,794,France,Female,41,7,176845.41,3,1,0,166526.26,1,Inactive High-Balance,Q4 (Highest),1.0619671035667286,Middle (5th-95th pct)
15689514,Kang,625,France,Male,43,8,201696.07,1,1,0,133020.9,1,Inactive Disengaged,Q4 (Highest),1.5162735329560995,Middle (5th-95th pct)
15771942,Tikhonov,528,Germany,Female,46,9,135555.66,1,1,0,133146.03,1,Inactive Disengaged,Q4 (Highest),1.018097648123643,Middle (5th-95th pct)
15743067,Fuller,625,Germany,Male,26,3,130483.95,1,1,0,122810.53,0,Inactive Disengaged,Q4 (Highest),1.0624817757890956,Middle (5th-95th pct)
15684196,Aitken,627,France,Female,55,2,159441.27,1,1,0,100686.11,1,Inactive Disengaged,Q4 (Highest),1.5835478200518422,Middle (5th-95th pct)
15646276,Metcalfe,831,France,Female,32,2,146033.62,1,1,0,191260.74,0,Inactive Disengaged,Q4 (Highest),0.7635316061205243,Middle (5th-95th pct)
15613282,Vorobyova,757,France,Male,29,8,130306.49,1,1,0,77469.38,0,Inactive Disengaged,Q4 (Highest),1.68203863255392,Middle (5th-95th pct)
15612494,Panicucci,359,France,Female,44,6,128747.69,1,1,0,146955.71,1,Inactive Disengaged,Q4 (Highest),0.8760985877990043,Middle (5th-95th pct)
15797733,Udobata,503,Germany,Male,30,10,136622.55,2,0,0,47310.24,0,Inactive High-Balance,Q4 (Highest),2.8878008228239804,Middle (5th-95th pct)
15649280,Lucchese,521,Germany,Female,40,9,134504.78,1,1,0,18082.06,0,Inactive Disengaged,Q4 (Highest),7.438576135683655,Top 5% (extreme high)
15710206,Larson,591,France,Female,39,4,150500.64,1,1,0,14928.8,0,Inactive Disengaged,Q4 (Highest),10.081228229998393,Top 5% (extreme high)
15796334,Chukwualuka,558,Germany,Male,39,10,144757.02,1,1,0,22878.16,1,Inactive Disengaged,Q4 (Highest),6.3273016711134105,Middle (5th-95th pct)
15726556,Macgroarty,594,Germany,Female,26,6,135067.52,2,0,0,131211.86,0,Inactive High-Balance,Q4 (Highest),1.0293849961428791,Middle (5th-95th pct)
15676242,Artemova,632,Spain,Male,31,3,136556.44,1,1,0,82152.83,1,Inactive Disengaged,Q4 (Highest),1.662224417588536,Middle (5th-95th pct)
15650391,Wallace,633,France,Female,29,7,169988.35,1,1,0,4272.0,0,Inactive Disengaged,Q4 (Highest),39.79128043071161,Top 5% (extreme high)
15681843,Barbour,624,Germany,Female,35,0,180303.24,2,1,0,163587.9,0,Inactive High-Balance,Q4 (Highest),1.1021795621803323,Middle (5th-95th pct)
15762277,Jamieson,710,France,Male,47,5,158623.14,1,0,0,83499.89,1,Inactive Disengaged,Q4 (Highest),1.8996808259268367,Middle (5th-95th pct)
15798975,Doherty,606,Germany,Male,48,4,132403.56,1,0,0,36091.91,1,Inactive Disengaged,Q4 (Highest),3.668510754903245,Middle (5th-95th pct)
15577274,Genovese,549,Germany,Female,43,3,134985.66,1,1,0,6101.41,0,Inactive Disengaged,Q4 (Highest),22.12368288641478,Top 5% (extreme high)
15742613,Warner,773,Germany,Female,42,8,152324.66,2,1,0,171733.22,0,Inactive High-Balance,Q4 (Highest),0.8869842421868058,Middle (5th-95th pct)
15615012,Fan,594,France,Male,23,5,156267.59,1,1,0,160968.44,0,Inactive Disengaged,Q4 (Highest),0.9707964492915505,Middle (5th-95th pct)
15585047,Onyemere,715,France,Male,28,7,160376.61,1,0,0,196853.11,0,Inactive Disengaged,Q4 (Highest),0.8147019368909132,Middle (5th-95th pct)
15765520,Stevenson,769,Germany,Male,27,7,188614.07,1,1,0,171344.09,0,Inactive Disengaged,Q4 (Highest),1.1007912207535142,Middle (5th-95th pct)
15594404,Bevan,834,France,Female,49,8,160602.25,2,1,0,129273.94,0,Inactive High-Balance,Q4 (Highest),1.2423404902797888,Middle (5th-95th pct)
15750248,Wright,619,France,Female,35,8,132292.63,1,1,0,65682.93,0,Inactive Disengaged,Q4 (Highest),2.014109754239039,Middle (5th-95th pct)
15662955,Nicholls,697,France,Male,27,8,141223.68,2,1,0,90591.15,0,Inactive High-Balance,Q4 (Highest),1.558912542781497,Middle (5th-95th pct)
15783955,Miah,697,France,Female,25,4,165686.11,2,1,0,15467.98,0,Inactive High-Balance,Q4 (Highest),10.711554449902314,Top 5% (extreme high)
15745827,Padovesi,617,France,Male,30,3,132005.77,1,1,0,142940.39,0,Inactive Disengaged,Q4 (Highest),0.9235022375411175,Middle (5th-95th pct)
15651533,Brown,570,Germany,Female,50,5,129293.74,1,1,0,177805.44,1,Inactive Disengaged,Q4 (Highest),0.7271641407596978,Middle (5th-95th pct)
15655574,Okeke,698,Germany,Female,40,8,150777.1,1,1,0,114732.62,0,Inactive Disengaged,Q4 (Highest),1.3141606981519294,Middle (5th-95th pct)
15752342,Bradley,704,Germany,Female,54,6,133656.91,3,1,0,145071.33,1,Inactive High-Balance,Q4 (Highest),0.9213185679072496,Middle (5th-95th pct)
15663441,Golibe,700,Germany,Female,40,4,148571.07,1,1,0,189826.96,1,Inactive Disengaged,Q4 (Highest),0.7826658025814669,Middle (5th-95th pct)
15572093,Han,613,France,Female,24,7,140453.91,1,1,0,129001.3,0,Inactive Disengaged,Q4 (Highest),1.088779027808247,Middle (5th-95th pct)
15807595,Ijendu,485,Germany,Male,51,7,144244.59,2,1,0,51113.14,0,Inactive High-Balance,Q4 (Highest),2.822064737169346,Middle (5th-95th pct)
15567993,Palmer,828,Spain,Male,28,8,134766.85,1,1,0,79355.87,0,Inactive Disengaged,Q4 (Highest),1.6982593726210804,Middle (5th-95th pct)
15630419,Davis,634,France,Male,44,9,149961.11,1,1,0,57121.51,0,Inactive Disengaged,Q4 (Highest),2.6253001715115722,Middle (5th-95th pct)
15738828,Milano,730,Germany,Male,45,6,152880.97,1,0,0,162478.11,0,Inactive Disengaged,Q4 (Highest),0.9409327201061116,Middle (5th-95th pct)
15612627,Ozuluonye,627,Germany,Male,29,5,139541.58,2,1,0,80607.33,0,Inactive High-Balance,Q4 (Highest),1.7311276778426972,Middle (5th-95th pct)
15663489,Onio,633,Germany,Female,29,0,138577.34,1,1,0,193362.99,0,Inactive Disengaged,Q4 (Highest),0.7166694102113337,Middle (5th-95th pct)
15730639,Fiorentino,715,France,Male,23,7,139224.92,2,1,0,65057.71,0,Inactive High-Balance,Q4 (Highest),2.1400218359976093,Middle (5th-95th pct)
15568963,Naquin,674,Germany,Male,34,2,152797.9,1,1,0,175709.4,1,Inactive Disengaged,Q4 (Highest),0.8696057239965534,Middle (5th-95th pct)
15703820,Endrizzi,552,France,Male,42,9,133701.07,2,1,0,101069.71,1,Inactive High-Balance,Q4 (Highest),1.3228599349894246,Middle (5th-95th pct)
15645544,Nekrasov,642,Germany,Female,30,5,129753.69,1,1,0,582.53,0,Inactive Disengaged,Q4 (Highest),222.7416442071653,Top 5% (extreme high)
15796313,Olsen,662,France,Female,36,4,166909.2,2,1,0,138871.12,1,Inactive High-Balance,Q4 (Highest),1.2019000062792036,Middle (5th-95th pct)
15770525,T'an,760,Spain,Male,28,1,141038.57,2,0,0,16287.38,0,Inactive High-Balance,Q4 (Highest),8.659377382979953,Top 5% (extreme high)
15721303,O'Meara,640,Spain,Male,34,1,137523.02,1,0,0,24761.36,0,Inactive Disengaged,Q4 (Highest),5.553936455832797,Middle (5th-95th pct)
15753549,Dubinina,669,France,Male,25,1,157848.53,1,0,0,37543.93,1,Inactive Disengaged,Q4 (Highest),4.204368855364902,Middle (5th-95th pct)
15707078,Kruglov,577,France,Female,26,1,180530.51,1,0,0,123454.62,0,Inactive Disengaged,Q4 (Highest),1.4623228357108062,Middle (5th-95th pct)
15607381,King,769,Germany,Female,31,7,148913.72,2,1,0,53817.23,0,Inactive High-Balance,Q4 (Highest),2.7670268425186504,Middle (5th-95th pct)
15595221,Trevisano,850,Germany,Female,33,7,134678.13,1,1,0,113177.95,0,Inactive Disengaged,Q4 (Highest),1.189967922196859,Middle (5th-95th pct)
15804394,Brenan,663,Germany,Male,32,8,130627.66,1,1,0,47161.25,1,Inactive Disengaged,Q4 (Highest),2.7698091123538924,Middle (5th-95th pct)
15619343,Mahmood,561,France,Male,56,7,152759.0,2,1,0,133167.11,1,Inactive High-Balance,Q4 (Highest),1.1471225890537087,Middle (5th-95th pct)
15769346,Baird,587,France,Female,36,1,134997.49,2,1,0,44688.08,0,Inactive High-Balance,Q4 (Highest),3.020883645034649,Middle (5th-95th pct)
15633574,Montes,730,France,Female,41,4,167545.32,1,1,0,128246.81,0,Inactive Disengaged,Q4 (Highest),1.3064287524968459,Middle (5th-95th pct)
15726494,Romani,481,France,Male,44,9,175303.06,1,1,0,65500.53,1,Inactive Disengaged,Q4 (Highest),2.676360939369498,Middle (5th-95th pct)
15597909,Johnstone,652,Germany,Male,33,7,128135.99,1,1,0,158437.73,0,Inactive Disengaged,Q4 (Highest),0.8087466918391218,Middle (5th-95th pct)
15811314,Y?,589,Germany,Female,36,9,140355.56,2,1,0,136329.96,0,Inactive High-Balance,Q4 (Highest),1.029528358990203,Middle (5th-95th pct)
15699772,Barclay,428,Germany,Female,40,3,129248.11,2,1,0,72876.43,1,Inactive High-Balance,Q4 (Highest),1.7735241696114918,Middle (5th-95th pct)
15629575,Wheare,717,France,Male,36,2,148061.89,1,1,0,179128.69,1,Inactive Disengaged,Q4 (Highest),0.8265671456649407,Middle (5th-95th pct)
15647782,Brown,729,Germany,Male,36,8,152899.24,2,1,0,177130.33,0,Inactive High-Balance,Q4 (Highest),0.8632019146579809,Middle (5th-95th pct)
15716609,L?,484,Germany,Male,54,3,134388.11,1,0,0,49954.79,1,Inactive Disengaged,Q4 (Highest),2.6901946740242524,Middle (5th-95th pct)
15652693,Greco,573,France,Female,26,4,129109.02,1,0,0,149814.68,1,Inactive Disengaged,Q4 (Highest),0.8617915146900158,Middle (5th-95th pct)
15810457,Miller,728,Germany,Female,33,9,150412.14,2,1,0,170764.08,0,Inactive High-Balance,Q4 (Highest),0.8808183781975696,Middle (5th-95th pct)
15697879,Webb,701,France,Male,30,3,156660.72,2,1,0,45742.42,0,Inactive High-Balance,Q4 (Highest),3.4248454716650323,Middle (5th-95th pct)
15651713,King,684,France,Male,45,6,148071.39,1,1,0,183575.01,0,Inactive Disengaged,Q4 (Highest),0.8065988393518269,Middle (5th-95th pct)
15737265,Nwokeocha,728,Germany,Male,39,6,152182.83,1,0,0,161203.6,0,Inactive Disengaged,Q4 (Highest),0.9440411380391007,Middle (5th-95th pct)
15607347,Olisaemeka,734,France,Male,22,5,130056.23,1,0,0,121894.31,1,Inactive Disengaged,Q4 (Highest),1.0669589909487982,Middle (5th-95th pct)
15589793,Onwuamaeze,604,France,Male,53,8,144453.75,1,1,0,190998.96,1,Inactive Disengaged,Q4 (Highest),0.7563064741294927,Middle (5th-95th pct)
15780514,Fuller,707,France,Male,33,8,136678.52,1,1,0,54290.62,0,Inactive Disengaged,Q4 (Highest),2.5175347048900893,Middle (5th-95th pct)
15623647,Dellucci,655,Spain,Female,36,1,135515.76,1,1,0,86013.96,0,Inactive Disengaged,Q4 (Highest),1.575508905763669,Middle (5th-95th pct)
15668472,Ritchie,705,Spain,Female,24,5,177799.83,2,0,0,79886.06,0,Inactive High-Balance,Q4 (Highest),2.2256677823389963,Middle (5th-95th pct)
15692416,Aikenhead,358,Spain,Female,52,8,143542.36,3,1,0,141959.11,1,Inactive High-Balance,Q4 (Highest),1.0111528594395949,Middle (5th-95th pct)
15771139,Douglas,578,Germany,Male,34,8,147487.23,2,1,0,66680.77,0,Inactive High-Balance,Q4 (Highest),2.211840535134792,Middle (5th-95th pct)
15693468,Simmons,488,Spain,Female,39,9,140553.46,1,0,0,12440.44,0,Inactive Disengaged,Q4 (Highest),11.298110034693305,Top 5% (extreme high)
15762268,Hancock,666,France,Female,41,10,141162.08,1,1,0,50908.48,0,Inactive Disengaged,Q4 (Highest),2.77285984574672,Middle (5th-95th pct)
15679283,Parkhill,694,France,Female,33,4,129731.64,2,1,0,178123.86,0,Inactive High-Balance,Q4 (Highest),0.7283226402122658,Middle (5th-95th pct)
15756680,Phillips,667,France,Male,28,6,165798.1,1,1,0,147090.9,0,Inactive Disengaged,Q4 (Highest),1.127181219232461,Middle (5th-95th pct)
15787189,Tai,824,Germany,Male,60,8,134250.17,3,0,0,153046.16,1,Inactive High-Balance,Q4 (Highest),0.8771874446245499,Middle (5th-95th pct)
15742238,Dellucci,705,Germany,Male,35,4,136496.12,2,1,0,116672.02,0,Inactive High-Balance,Q4 (Highest),1.1699130605607067,Middle (5th-95th pct)
15696703,Dean,691,Germany,Male,27,3,160358.68,2,1,0,142367.72,0,Inactive High-Balance,Q4 (Highest),1.1263696573914368,Middle (5th-95th pct)
15795519,Vasiliev,716,Germany,Female,18,3,128743.8,1,0,0,197322.13,0,Inactive Disengaged,Q4 (Highest),0.6524549476533625,Middle (5th-95th pct)
15761477,Golibe,501,Germany,Male,24,4,130806.42,2,1,0,80241.14,0,Inactive High-Balance,Q4 (Highest),1.6301665205653857,Middle (5th-95th pct)
15678146,Wong,668,Spain,Female,24,7,173962.32,1,0,0,106457.11,1,Inactive Disengaged,Q4 (Highest),1.6341071066084736,Middle (5th-95th pct)
15771702,Roberts,567,France,Female,35,5,166118.45,2,1,0,127827.18,0,Inactive High-Balance,Q4 (Highest),1.2995549929209111,Middle (5th-95th pct)
15610686,Melton,850,France,Male,63,8,169832.57,1,0,0,184107.26,1,Inactive Disengaged,Q4 (Highest),0.922465360681594,Middle (5th-95th pct)
15747980,Cattaneo,737,Spain,Male,38,6,146282.79,2,1,0,198516.2,0,Inactive High-Balance,Q4 (Highest),0.73688086916836,Middle (5th-95th pct)
15805303,Olisanugo,661,Germany,Male,44,1,141136.62,1,1,0,189742.78,1,Inactive Disengaged,Q4 (Highest),0.743831306782793,Middle (5th-95th pct)
15744843,K'ung,569,Spain,Female,34,6,144855.34,1,0,0,196555.32,0,Inactive Disengaged,Q4 (Highest),0.7369698261029006,Middle (5th-95th pct)
15784736,Jamieson,562,France,Male,45,6,136855.24,1,1,0,46864.0,0,Inactive Disengaged,Q4 (Highest),2.9202637418914303,Middle (5th-95th pct)
15687477,Thompson,594,Germany,Male,28,5,185013.02,1,1,0,16481.12,0,Inactive Disengaged,Q4 (Highest),11.22575528847554,Top 5% (extreme high)
15672945,Parkes,661,France,Female,37,5,136425.18,1,1,0,81102.81,0,Inactive Disengaged,Q4 (Highest),1.6821264269388447,Middle (5th-95th pct)
15673578,Page,611,Germany,Female,40,7,128486.91,2,1,0,10109.47,0,Inactive High-Balance,Q4 (Highest),12.709559452671606,Top 5% (extreme high)
15732740,Plant,765,Spain,Female,32,9,178095.55,1,0,0,47247.56,0,Inactive Disengaged,Q4 (Highest),3.769412642684617,Middle (5th-95th pct)
15603851,Galkin,704,France,Male,32,7,127785.17,4,0,0,184464.7,1,Inactive High-Balance,Q4 (Highest),0.6927350869841221,Middle (5th-95th pct)
15703482,Walker,710,Germany,Male,34,9,134260.36,2,1,0,147074.67,0,Inactive High-Balance,Q4 (Highest),0.9128720805560874,Middle (5th-95th pct)
15639322,Grave,633,Spain,Male,33,4,137847.41,2,1,0,98349.13,0,Inactive High-Balance,Q4 (Highest),1.4016129069977539,Middle (5th-95th pct)
15694200,Gardner,693,France,Male,36,8,178111.82,1,0,0,58719.63,1,Inactive Disengaged,Q4 (Highest),3.03325855425179,Middle (5th-95th pct)
15569678,Cocci,561,Germany,Male,32,6,166824.59,1,1,0,139451.98,0,Inactive Disengaged,Q4 (Highest),1.1962869942757355,Middle (5th-95th pct)
15805260,Wood,705,Germany,Female,56,2,143249.67,1,1,0,88428.41,1,Inactive Disengaged,Q4 (Highest),1.619950760168593,Middle (5th-95th pct)
15633108,Thorpe,646,France,Male,26,4,139848.17,1,1,0,164696.27,0,Inactive Disengaged,Q4 (Highest),0.8491277307008837,Middle (5th-95th pct)
15762169,Bergman,556,Germany,Male,37,9,145018.64,2,1,0,90928.02,1,Inactive High-Balance,Q4 (Highest),1.5948729555531949,Middle (5th-95th pct)
15609998,Okwudilichukwu,700,Germany,Female,59,5,137648.41,1,1,0,142977.05,1,Inactive Disengaged,Q4 (Highest),0.9627308019014241,Middle (5th-95th pct)
15761763,Jamieson,845,France,Male,33,8,164385.53,1,1,0,150664.97,0,Inactive Disengaged,Q4 (Highest),1.0910666892244427,Middle (5th-95th pct)
15770174,Piazza,762,France,Male,29,6,141389.06,1,1,0,54122.89,0,Inactive Disengaged,Q4 (Highest),2.6123708471591227,Middle (5th-95th pct)
15682435,P'eng,600,France,Male,35,4,143744.77,2,1,0,104076.51,0,Inactive High-Balance,Q4 (Highest),1.3811451786767255,Middle (5th-95th pct)
15731507,Mackenzie,456,France,Female,33,1,188285.68,1,0,0,58363.94,0,Inactive Disengaged,Q4 (Highest),3.2260618457218615,Middle (5th-95th pct)
15770974,Nwabugwu,741,Germany,Female,37,8,170840.08,2,0,0,109843.16,0,Inactive High-Balance,Q4 (Highest),1.5553092245343267,Middle (5th-95th pct)
15806049,Lee,714,Germany,Female,49,5,140510.89,1,1,0,141914.94,0,Inactive Disengaged,Q4 (Highest),0.9901063975364399,Middle (5th-95th pct)
15736069,Hsing,767,Germany,Female,35,6,132253.22,1,1,0,115566.57,1,Inactive Disengaged,Q4 (Highest),1.1443899390628276,Middle (5th-95th pct)
15756125,Booth,757,Spain,Male,44,5,140856.16,2,1,0,158735.1,0,Inactive High-Balance,Q4 (Highest),0.887366184290683,Middle (5th-95th pct)
15795954,Ndukaku,746,France,Male,35,2,172274.01,1,1,0,22374.97,0,Inactive Disengaged,Q4 (Highest),7.699407418199891,Top 5% (extreme high)
15633930,Yobachukwu,648,Spain,Female,56,6,157559.59,2,1,0,140991.23,1,Inactive High-Balance,Q4 (Highest),1.1175134084581004,Middle (5th-95th pct)
15639077,Marchesi,622,France,Female,30,2,158584.82,3,1,0,142342.55,1,Inactive High-Balance,Q4 (Highest),1.1141069202427525,Middle (5th-95th pct)
15783958,Bates,539,Spain,Female,37,1,130922.81,2,0,0,2186.83,0,Inactive High-Balance,Q4 (Highest),59.86876437583168,Top 5% (extreme high)
15631333,Wade,677,Spain,Female,25,8,130866.19,1,1,0,42410.21,0,Inactive Disengaged,Q4 (Highest),3.0857236971946143,Middle (5th-95th pct)
15762216,Barrera,686,France,Female,41,4,129553.76,2,1,0,187599.8,0,Inactive High-Balance,Q4 (Highest),0.6905858108590734,Middle (5th-95th pct)
15586264,Murray,572,France,Male,43,2,140431.98,1,1,0,26450.57,1,Inactive Disengaged,Q4 (Highest),5.309223203885588,Middle (5th-95th pct)
15703588,Palerma,665,Germany,Male,25,5,153611.83,2,1,0,35321.65,0,Inactive High-Balance,Q4 (Highest),4.348942645657832,Middle (5th-95th pct)
15778320,Teng,848,Germany,Female,40,5,148495.64,1,0,0,158853.98,0,Inactive Disengaged,Q4 (Highest),0.9347933240325487,Middle (5th-95th pct)
15642787,Ijendu,572,France,Male,37,1,133043.66,1,0,0,111243.09,0,Inactive Disengaged,Q4 (Highest),1.1959723520804753,Middle (5th-95th pct)
15640161,Calabrese,618,Germany,Male,44,5,157955.83,2,0,0,139297.71,0,Inactive High-Balance,Q4 (Highest),1.133944197646896,Middle (5th-95th pct)
15589204,Farrar,591,France,Male,33,9,131765.72,1,1,0,118782.06,0,Inactive Disengaged,Q4 (Highest),1.1093065737368084,Middle (5th-95th pct)
15647266,Y?an,651,Spain,Female,45,10,135923.16,1,1,0,18732.84,0,Inactive Disengaged,Q4 (Highest),7.255875777511578,Top 5% (extreme high)
15611029,Hsiung,488,Germany,Female,33,4,140002.35,1,1,0,123613.81,0,Inactive Disengaged,Q4 (Highest),1.1325785525096266,Middle (5th-95th pct)
15664639,McGregor,645,France,Male,19,9,128514.84,1,0,0,175969.19,0,Inactive Disengaged,Q4 (Highest),0.7303258030567737,Middle (5th-95th pct)
15639415,Thompson,850,France,Male,35,3,162442.35,1,1,0,183566.78,0,Inactive Disengaged,Q4 (Highest),0.8849223699407922,Middle (5th-95th pct)
15695492,P'eng,439,France,Female,29,6,156569.43,1,1,0,180598.66,0,Inactive Disengaged,Q4 (Highest),0.8669467979441264,Middle (5th-95th pct)
15654390,He,640,France,Male,33,7,154575.76,1,1,0,25722.28,1,Inactive Disengaged,Q4 (Highest),6.009411296354756,Middle (5th-95th pct)
15647975,Vida,651,Germany,Male,26,5,147037.32,1,0,0,141763.26,0,Inactive Disengaged,Q4 (Highest),1.037203292305778,Middle (5th-95th pct)
15641250,Calabresi,794,Spain,Male,38,9,179581.31,1,1,0,23596.24,0,Inactive Disengaged,Q4 (Highest),7.610590077063125,Top 5% (extreme high)
15775203,Chia,824,France,Male,45,3,129209.48,1,0,0,60151.77,0,Inactive Disengaged,Q4 (Highest),2.148057821074924,Middle (5th-95th pct)
15787907,Wang,719,Germany,Female,42,5,137227.04,3,1,0,149097.38,1,Inactive High-Balance,Q4 (Highest),0.9203853213248953,Middle (5th-95th pct)
15669342,Ferri,731,Germany,Male,35,2,127862.93,2,1,0,139083.7,0,Inactive High-Balance,Q4 (Highest),0.9193236159233611,Middle (5th-95th pct)
15614934,McEwan,625,Germany,Female,37,4,142711.81,1,1,0,35625.41,0,Inactive Disengaged,Q4 (Highest),4.00589944087661,Middle (5th-95th pct)
15682600,Lo,620,Germany,Male,39,9,159492.79,1,1,0,80582.34,1,Inactive Disengaged,Q4 (Highest),1.9792524019530833,Middle (5th-95th pct)
15726186,Genovese,639,Spain,Male,29,4,133434.57,2,1,0,97983.44,0,Inactive High-Balance,Q4 (Highest),1.3618073625502432,Middle (5th-95th pct)
15774151,Iadanza,614,Spain,Female,41,7,179915.85,1,0,0,14666.35,1,Inactive Disengaged,Q4 (Highest),12.267254633906868,Top 5% (extreme high)
15642468,Clark,697,France,Male,42,9,132739.26,2,0,0,174667.65,0,Inactive High-Balance,Q4 (Highest),0.7599533170567074,Middle (5th-95th pct)
15599251,Chung,602,Germany,Male,32,7,184715.86,2,1,0,113781.99,0,Inactive High-Balance,Q4 (Highest),1.6234191368950392,Middle (5th-95th pct)
15657342,Dawson,850,Germany,Male,28,4,147972.19,1,1,0,60708.72,1,Inactive Disengaged,Q4 (Highest),2.4374124507978427,Middle (5th-95th pct)
15672374,Pai,672,France,Male,52,8,170008.84,1,0,0,56407.42,1,Inactive Disengaged,Q4 (Highest),3.0139446193426327,Middle (5th-95th pct)
15809286,Burke,631,Germany,Male,37,8,138292.64,2,0,0,152422.91,1,Inactive High-Balance,Q4 (Highest),0.9072956289838582,Middle (5th-95th pct)
15735522,Boulger,654,Germany,Male,37,2,145610.07,2,0,0,186300.59,0,Inactive High-Balance,Q4 (Highest),0.7815867357156518,Middle (5th-95th pct)
15613326,Gow,596,France,Female,33,1,138162.81,1,1,0,85412.54,0,Inactive Disengaged,Q4 (Highest),1.6175939739059395,Middle (5th-95th pct)
15759038,Whitehead,793,France,Female,41,3,141806.46,1,1,0,102921.17,0,Inactive Disengaged,Q4 (Highest),1.3778162451903724,Middle (5th-95th pct)
15728006,Endrizzi,524,France,Male,40,2,180516.9,1,1,0,180002.42,0,Inactive Disengaged,Q4 (Highest),1.0028581837955288,Middle (5th-95th pct)
15769064,Marshall,537,Germany,Male,39,3,135309.36,1,1,0,31728.86,1,Inactive Disengaged,Q4 (Highest),4.264551578594377,Middle (5th-95th pct)
15661734,Taylor,608,Germany,Male,42,8,131390.75,2,1,0,71178.09,0,Inactive High-Balance,Q4 (Highest),1.8459437447675262,Middle (5th-95th pct)
15578825,Golubev,734,France,Female,29,0,139994.66,1,1,0,17744.72,0,Inactive Disengaged,Q4 (Highest),7.889369908344566,Top 5% (extreme high)
15636089,Hs?,678,Germany,Female,51,1,145751.03,1,0,0,109718.44,1,Inactive Disengaged,Q4 (Highest),1.328409609177819,Middle (5th-95th pct)
15726403,Glenny,660,Germany,Male,41,1,129901.21,1,1,0,26025.6,1,Inactive Disengaged,Q4 (Highest),4.991285887741301,Middle (5th-95th pct)
15719809,Endrizzi,516,Germany,Male,32,3,145166.09,2,0,0,111421.45,0,Inactive High-Balance,Q4 (Highest),1.3028558684167186,Middle (5th-95th pct)
15595537,Trout,626,Germany,Male,49,9,171787.84,2,1,0,187192.23,0,Inactive High-Balance,Q4 (Highest),0.9177081762421442,Middle (5th-95th pct)
15679249,Chou,351,Germany,Female,57,4,163146.46,1,1,0,169621.69,1,Inactive Disengaged,Q4 (Highest),0.9618254599397046,Middle (5th-95th pct)
15760294,Endrizzi,512,France,Female,41,8,145150.28,1,1,0,64869.32,1,Inactive Disengaged,Q4 (Highest),2.237579798894146,Middle (5th-95th pct)
15633141,Robinson,696,Germany,Female,35,4,174902.26,1,1,0,69079.85,0,Inactive Disengaged,Q4 (Highest),2.531885347174321,Middle (5th-95th pct)
15720284,Crawford,607,Germany,Female,37,4,135927.06,1,0,0,180890.4,0,Inactive Disengaged,Q4 (Highest),0.7514332435552136,Middle (5th-95th pct)
15578809,Hao,651,Germany,Male,40,1,134760.21,2,0,0,174434.06,1,Inactive High-Balance,Q4 (Highest),0.77255674723159,Middle (5th-95th pct)
15739357,Moss,756,Spain,Male,30,2,145127.85,1,0,0,7554.68,0,Inactive Disengaged,Q4 (Highest),19.21032393165561,Top 5% (extreme high)
15771540,Fedorova,755,France,Male,38,9,148912.44,1,1,0,80416.16,0,Inactive Disengaged,Q4 (Highest),1.851772579043814,Middle (5th-95th pct)
